NUM,OUT_DM,deviation_48H_value,prediction_48H_value,RATIO_6H,RATIO_12H,RATIO_24H,RATIO_32H,RATIO_48H,RATIO_72H,newpeople,weekend,Total_edwin,Eme_edwin,Tra_edwin,Ped_edwin,Total_people,Total_people1,Total_people2,Total_people3,Total_people4,Total_people5,Eme_people,Eme_people1,Eme_people2,Eme_people3,Eme_people4,Eme_people5,Tra_people,Tra_people1,Tra_people2,Tra_people3,Tra_people4,Tra_people5,Ped_people,Ped_people1,Ped_people2,Ped_people3,Ped_people4,Ped_people5,Total_Rbed,Eme_Rbed,Tra_Rbed,Ped_Rbed,Total_Pboard,Eme_Pboard,Tra_Pboard,Ped_Pboard,Total_Fever,Eme_Fever,Tra_Fever,Ped_Fever,Total_Doctor,Eme_Doctor,Tra_Doctor,Ped_Doctor,Occupation_rate
309,2021-08-09 08:01:00.280,-0.41103755359489236,-0.19405318962499987,69.399999999999991,52.800000000000004,11.1,8.3000000000000007,5.6000000000000005,0.0,1,0,0.186,0.38800000000000001,0.55000000000000004,0.0,34,2,17,15,0,0,31,2,15,14,0,0,3,0,2,1,0,0,0,0,0,0,0,0,112,90,10,12,18,18,0,0,9,9,0,0,7,4,2,1,0.58499999999999996
310,2021-08-09 09:01:00.277,-0.38166137417725571,-0.2571850225868596,56.499999999999993,41.299999999999997,8.6999999999999993,6.5,4.2999999999999998,0.0,11,0,0.14299999999999999,0.22,0.94999999999999996,0.25,42,2,17,23,0,0,35,2,16,17,0,0,6,0,1,5,0,0,1,0,0,1,0,0,112,90,10,12,19,19,0,0,10,9,0,1,11,8,2,1,0.66000000000000003
311,2021-08-09 10:01:00.283,-2.1909594471109774E-2,2.7946169667216018E-2,45.5,38.200000000000003,9.0999999999999996,7.2999999999999998,3.5999999999999996,0.0,11,0,0.154,0.23200000000000001,1.25,0.0,46,3,17,26,0,0,38,3,16,19,0,0,8,0,1,7,0,0,0,0,0,0,0,0,112,90,10,12,17,17,0,0,11,11,0,0,11,8,2,1,0.71699999999999997
312,2021-08-09 11:01:00.280,2.1223968330821564E-2,0.2012915880744324,44.600000000000001,30.399999999999999,5.4000000000000004,3.5999999999999996,1.7999999999999998,0.0,10,0,0.151,0.24299999999999999,0.65000000000000002,0.0,50,3,20,26,1,0,46,3,19,23,1,0,4,0,1,3,0,0,0,0,0,0,0,0,112,90,10,12,7,7,0,0,12,12,0,0,11,8,2,1,0.86799999999999999
313,2021-08-09 12:01:00.283,0.11247872824444451,0.13726666305822974,41.699999999999996,31.699999999999999,5.0,3.3000000000000003,1.7000000000000002,0.0,6,0,0.14799999999999999,0.22800000000000001,0.84999999999999998,0.25,49,2,18,28,1,0,43,2,16,24,1,0,5,0,2,3,0,0,1,0,0,1,0,0,112,90,10,12,9,9,0,0,14,13,0,1,11,8,2,1,0.81100000000000005
314,2021-08-09 13:01:00.293,0.10679895312042796,0.11798352995233122,35.600000000000001,25.399999999999999,6.8000000000000007,3.4000000000000004,1.7000000000000002,0.0,9,0,0.17499999999999999,0.26500000000000001,1.2,0.25,57,2,20,35,0,0,49,2,17,30,0,0,7,0,3,4,0,0,1,0,0,1,0,0,112,90,10,12,11,11,0,0,15,14,0,1,11,8,2,1,0.92500000000000004
315,2021-08-09 14:01:00.323,-0.11845160288287131,-2.7907937436185026E-2,30.300000000000001,22.699999999999999,7.5999999999999996,3.0,1.5,0.0,11,0,0.14299999999999999,0.22500000000000001,0.69999999999999996,0.25,47,2,16,29,0,0,42,2,14,26,0,0,4,0,2,2,0,0,1,0,0,1,0,0,112,90,10,12,10,10,0,0,13,12,0,1,11,8,2,1,0.79200000000000004
316,2021-08-09 15:01:00.300,4.4179917929961302E-2,0.19980534319263538,24.099999999999998,17.199999999999999,6.9000000000000004,3.4000000000000004,1.7000000000000002,0.0,9,0,0.17199999999999999,0.26700000000000002,1.1659999999999999,0.0,55,4,19,32,0,0,49,4,16,29,0,0,6,0,3,3,0,0,0,0,0,0,0,0,112,90,10,12,11,10,1,0,13,13,0,0,11,8,2,1,0.92500000000000004
317,2021-08-09 16:01:00.300,-0.39495444282138681,-0.34430552694039906,26.200000000000003,16.400000000000002,6.6000000000000005,3.3000000000000003,1.6000000000000001,0.0,3,0,0.17100000000000001,0.27400000000000002,0.90000000000000002,0.0,53,3,20,30,0,0,48,3,17,28,0,0,5,0,3,2,0,0,0,0,0,0,0,0,112,90,10,12,14,14,0,0,11,11,0,0,11,8,2,1,0.90600000000000003
318,2021-08-09 17:01:00.303,0.10812093407370184,0.22899814497745385,38.299999999999997,18.300000000000001,6.7000000000000002,1.7000000000000002,1.7000000000000002,0.0,8,0,0.16500000000000001,0.25900000000000001,1.0,0.0,52,3,18,31,0,0,46,3,16,27,0,0,6,0,2,4,0,0,0,0,0,0,0,0,112,90,10,12,13,13,0,0,11,11,0,0,11,8,2,1,0.86799999999999999
319,2021-08-09 18:01:00.313,0.18066407407208568,0.28729000518187198,31.300000000000001,12.5,4.7000000000000002,1.6000000000000001,1.6000000000000001,1.6000000000000001,10,0,0.14899999999999999,0.222,1.3,0.0,47,1,18,28,0,0,39,1,16,22,0,0,8,0,2,6,0,0,0,0,0,0,0,0,112,90,10,12,14,14,0,0,11,10,1,0,11,8,2,1,0.73599999999999999
320,2021-08-09 19:01:00.340,-0.10227732064317958,-0.12217731997267257,28.000000000000004,8.0,6.0,2.0,2.0,2.0,6,0,0.14899999999999999,0.20499999999999999,1.6499999999999999,0.25,47,1,18,28,0,0,36,1,15,20,0,0,10,0,3,7,0,0,1,0,0,1,0,0,112,90,10,12,14,14,0,0,11,9,1,1,11,8,2,1,0.67900000000000005
321,2021-08-09 20:01:01.953,2.5568630204746649E-2,0.10293879903645342,29.099999999999998,5.5,5.5,1.7999999999999998,1.7999999999999998,1.7999999999999998,8,0,0.151,0.215,1.6499999999999999,0.0,47,1,19,27,0,0,37,1,16,20,0,0,10,0,3,7,0,0,0,0,0,0,0,0,112,90,10,12,15,15,0,0,13,12,1,0,11,8,2,1,0.69799999999999995
322,2021-08-09 21:01:01.983,-9.8838101030023037E-2,-0.16464145461461394,37.700000000000003,5.7000000000000002,5.7000000000000002,3.7999999999999998,1.8999999999999999,1.8999999999999999,7,0,0.20899999999999999,0.35999999999999999,1.3500000000000001,0.0,46,2,22,22,0,0,38,2,19,17,0,0,8,0,3,5,0,0,0,0,0,0,0,0,112,90,10,12,14,14,0,0,12,11,1,0,8,5,2,1,0.71699999999999997
323,2021-08-09 22:01:01.030,-8.8213473879534446E-2,0.12422404694907888,37.5,6.2999999999999998,6.2999999999999998,4.2000000000000002,2.1000000000000001,2.1000000000000001,1,0,0.19500000000000001,0.35199999999999998,1.0,0.0,43,2,19,22,0,0,37,2,17,18,0,0,6,0,2,4,0,0,0,0,0,0,0,0,112,90,10,12,15,15,0,0,11,10,1,0,8,5,2,1,0.69799999999999995
324,2021-08-09 23:01:00.970,-0.11450418846364399,-8.9660806418258604E-2,41.299999999999997,13.0,6.5,4.2999999999999998,2.1999999999999997,2.1999999999999997,5,0,0.17899999999999999,0.33700000000000002,0.5,0.25,39,1,19,19,0,0,35,1,18,16,0,0,3,0,1,2,0,0,1,0,0,1,0,0,112,90,10,12,16,16,0,0,8,8,0,0,8,5,2,1,0.66000000000000003
325,2021-08-10 00:01:00.987,2.8481507537417756E-2,-0.11721499346232644,43.799999999999997,12.5,6.2999999999999998,4.2000000000000002,2.1000000000000001,2.1000000000000001,7,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
326,2021-08-10 01:01:00.977,-3.8587335419205455E-2,-2.2539742360685538E-2,46.5,16.300000000000001,7.0000000000000009,4.7000000000000002,2.2999999999999998,2.2999999999999998,5,0,0.222,0.439,1.0,0.0,41,2,16,23,0,0,35,2,14,19,0,0,6,0,2,4,0,0,0,0,0,0,0,0,112,90,10,12,20,20,0,0,11,11,0,0,7,4,2,1,0.66000000000000003
327,2021-08-10 02:01:01.047,0.22667714164943301,0.30053859454033655,56.799999999999997,20.5,6.8000000000000007,4.5,2.2999999999999998,2.2999999999999998,4,0,0.20300000000000001,0.41699999999999998,0.55000000000000004,0.25,38,1,15,22,0,0,34,1,13,20,0,0,3,0,2,1,0,0,1,0,0,1,0,0,112,90,10,12,20,20,0,0,11,10,0,1,7,4,2,1,0.64200000000000002
328,2021-08-10 03:01:01.020,-4.5918998914625329E-2,3.1131433708104075E-2,63.399999999999999,29.299999999999997,7.2999999999999998,7.2999999999999998,2.3999999999999999,2.3999999999999999,3,0,0.20899999999999999,0.432,0.55000000000000004,0.25,39,1,16,22,0,0,35,1,14,20,0,0,3,0,2,1,0,0,1,0,0,1,0,0,112,90,10,12,20,20,0,0,11,10,0,1,7,4,2,1,0.66000000000000003
329,2021-08-10 04:01:00.963,0.15790129000457245,0.2486267897235786,72.200000000000003,36.100000000000001,8.3000000000000007,8.3000000000000007,2.8000000000000003,2.8000000000000003,0,0,0.188,0.39400000000000002,0.40000000000000002,0.25,34,1,16,17,0,0,31,1,14,16,0,0,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,21,21,0,0,11,10,0,1,7,4,2,1,0.58499999999999996
330,2021-08-10 05:01:00.963,-0.14408234438237214,-2.1278533858353182E-2,82.399999999999991,47.099999999999994,8.7999999999999989,8.7999999999999989,2.9000000000000004,2.9000000000000004,0,0,0.188,0.39400000000000002,0.40000000000000002,0.25,34,1,16,17,0,0,31,1,14,16,0,0,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,21,21,0,0,11,10,0,1,7,4,2,1,0.58499999999999996
331,2021-08-10 06:01:00.980,-0.31343551190250196,-0.30505864541268563,83.799999999999997,51.399999999999999,8.0999999999999996,8.0999999999999996,2.7000000000000002,2.7000000000000002,0,0,0.193,0.39400000000000002,0.55000000000000004,0.25,35,1,16,18,0,0,31,1,14,16,0,0,3,0,2,1,0,0,1,0,0,1,0,0,112,90,10,12,21,21,0,0,11,10,0,1,7,4,2,1,0.58499999999999996
332,2021-08-10 07:01:00.993,-0.27595153193889049,-0.12835595702671604,86.5,51.399999999999999,8.0999999999999996,8.0999999999999996,2.7000000000000002,2.7000000000000002,2,0,0.19700000000000001,0.41599999999999998,0.40000000000000002,0.25,36,1,16,19,0,0,33,1,14,18,0,0,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,21,21,0,0,11,10,0,1,7,4,2,1,0.623
333,2021-08-10 08:01:01.003,-0.14647236760557808,-0.10485555369165658,86.799999999999997,63.200000000000003,7.9000000000000004,7.9000000000000004,2.6000000000000001,2.6000000000000001,2,0,0.19600000000000001,0.41299999999999998,0.40000000000000002,0.25,36,1,15,20,0,0,33,1,13,19,0,0,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,21,21,0,0,13,12,0,1,7,4,2,1,0.623
334,2021-08-10 09:01:01.050,-0.15287516424699119,0.1929157270866001,86.799999999999997,65.799999999999997,7.9000000000000004,7.9000000000000004,2.6000000000000001,2.6000000000000001,2,0,0.13400000000000001,0.22,0.55000000000000004,0.25,38,1,16,21,0,0,34,1,14,19,0,0,3,0,2,1,0,0,1,0,0,1,0,0,112,90,10,12,23,23,0,0,13,12,0,1,11,8,2,1,0.64200000000000002
335,2021-08-10 10:01:01.027,-9.1805879849874261E-2,2.4225630163433404E-2,64.700000000000003,49.0,5.8999999999999995,5.8999999999999995,2.0,2.0,12,0,0.17100000000000001,0.26200000000000001,1.2,0.25,50,1,18,31,0,0,42,1,15,26,0,0,7,0,3,4,0,0,1,0,0,1,0,0,112,90,10,12,22,22,0,0,14,13,0,1,11,8,2,1,0.79200000000000004
336,2021-08-10 11:01:01.053,0.145178485213103,0.12926671431883474,50.799999999999997,41.299999999999997,9.5,4.7999999999999998,1.6000000000000001,1.6000000000000001,12,0,0.19400000000000001,0.27600000000000002,1.6499999999999999,0.75,59,2,20,37,0,0,46,2,17,27,0,0,10,0,3,7,0,0,3,0,0,3,0,0,112,90,10,12,18,18,0,0,16,13,0,3,11,8,2,1,0.86799999999999999
337,2021-08-10 12:01:01.037,0.11793849018712339,0.11669087219649613,44.299999999999997,40.0,8.5999999999999996,4.2999999999999998,1.4000000000000001,1.4000000000000001,10,0,0.20999999999999999,0.308,1.3,1.083,67,4,22,40,0,1,55,4,19,31,0,1,8,0,2,6,0,0,4,0,1,3,0,0,112,90,10,12,13,13,0,0,18,14,1,3,11,8,2,1,1.038
338,2021-08-10 13:01:01.063,-0.22092097170190594,-0.28205445699862119,46.400000000000006,42.0,10.100000000000001,4.2999999999999998,2.9000000000000004,1.4000000000000001,3,0,0.17799999999999999,0.251,1.3,1.083,56,4,18,33,0,1,44,4,15,24,0,1,8,0,2,6,0,0,4,0,1,3,0,0,112,90,10,12,14,14,0,0,16,13,0,3,11,8,2,1,0.82999999999999996
339,2021-08-10 14:01:00.090,-0.30031124844357299,-0.30178895037711895,45.800000000000004,40.699999999999996,10.199999999999999,1.7000000000000002,1.7000000000000002,1.7000000000000002,4,0,0.158,0.23999999999999999,0.65000000000000002,1.0,50,3,15,31,0,1,42,3,14,24,0,1,4,0,1,3,0,0,4,0,0,4,0,0,112,90,10,12,15,15,0,0,15,12,0,3,11,8,2,1,0.79200000000000004
340,2021-08-10 15:01:00.087,-0.21206683851333524,-0.10848965551935293,39.300000000000004,32.100000000000001,12.5,1.7999999999999998,1.7999999999999998,1.7999999999999998,8,0,0.13900000000000001,0.20599999999999999,1.05,0.25,46,4,10,30,1,1,39,3,9,25,1,1,6,1,1,4,0,0,1,0,0,1,0,0,112,90,10,12,12,12,0,0,11,9,1,1,11,8,2,1,0.73599999999999999
341,2021-08-10 16:01:00.087,0.13606527511287458,0.44853172984748929,33.900000000000006,19.400000000000002,8.0999999999999996,1.6000000000000001,1.6000000000000001,1.6000000000000001,13,0,0.14699999999999999,0.20599999999999999,1.5,0.25,51,4,10,36,1,0,41,3,9,28,1,0,9,1,1,7,0,0,1,0,0,1,0,0,112,90,10,12,7,7,0,0,15,12,2,1,11,8,2,1,0.77400000000000002
342,2021-08-10 17:01:00.100,7.1152792754525143E-2,5.4978352329883171E-2,28.999999999999996,14.499999999999998,6.5,1.6000000000000001,1.6000000000000001,1.6000000000000001,7,0,0.16600000000000001,0.23699999999999999,1.55,0.25,57,4,14,38,1,0,47,3,12,31,1,0,9,1,2,6,0,0,1,0,0,1,0,0,112,90,10,12,7,7,0,0,14,11,2,1,11,8,2,1,0.88700000000000001
343,2021-08-10 18:01:00.123,-0.21980233847748276,-0.33676744003603676,32.300000000000004,11.300000000000001,6.5,1.6000000000000001,1.6000000000000001,1.6000000000000001,6,0,0.14499999999999999,0.20799999999999999,1.5549999999999999,0.0,48,4,14,29,1,0,40,3,12,24,1,0,8,1,2,5,0,0,0,0,0,0,0,0,112,90,10,12,9,8,1,0,10,9,1,0,11,8,2,1,0.755
344,2021-08-10 19:01:00.110,-0.13957810438412332,-4.8336845647753923E-2,28.299999999999997,9.4000000000000004,5.7000000000000002,3.7999999999999998,1.8999999999999999,1.8999999999999999,4,0,0.114,0.17199999999999999,0.94399999999999995,0.0,39,0,13,25,1,0,34,0,11,22,1,0,5,0,2,3,0,0,0,0,0,0,0,0,112,90,10,12,10,9,1,0,7,7,0,0,11,8,2,1,0.64200000000000002
345,2021-08-10 20:01:00.103,-9.9496237959316003E-2,-7.8285984109885562E-2,25.5,10.6,6.4000000000000004,4.2999999999999998,2.1000000000000001,2.1000000000000001,9,0,0.125,0.19800000000000001,0.75,0.0,40,1,16,22,1,0,36,1,13,21,1,0,4,0,3,1,0,0,0,0,0,0,0,0,112,90,10,12,13,13,0,0,7,7,0,0,11,8,2,1,0.67900000000000005
346,2021-08-10 21:01:00.127,-0.1909208738401669,1.1991162500443159E-2,27.900000000000002,9.3000000000000007,4.7000000000000002,4.7000000000000002,2.2999999999999998,2.2999999999999998,5,0,0.17199999999999999,0.30099999999999999,1.05,0.0,40,1,16,22,1,0,34,1,13,19,1,0,6,0,3,3,0,0,0,0,0,0,0,0,112,90,10,12,13,13,0,0,8,8,0,0,8,5,2,1,0.64200000000000002
347,2021-08-10 22:01:00.137,-8.9580691981158977E-2,-1.5453056511585045E-2,37.799999999999997,13.300000000000001,4.3999999999999995,4.3999999999999995,2.1999999999999997,2.1999999999999997,5,0,0.16600000000000001,0.28799999999999998,0.84999999999999998,0.33300000000000002,39,1,14,23,1,0,33,1,11,20,1,0,5,0,2,3,0,0,1,0,1,0,0,0,112,90,10,12,13,13,0,0,9,9,0,0,8,5,2,1,0.623
348,2021-08-10 23:01:00.153,-0.27282736914824757,-0.12178647669059833,36.700000000000003,14.299999999999999,4.1000000000000005,4.1000000000000005,2.0,2.0,9,0,0.16900000000000001,0.316,0.5,0.25,39,2,10,26,1,0,35,2,9,23,1,0,3,0,1,2,0,0,1,0,0,1,0,0,112,90,10,12,16,16,0,0,8,8,0,0,8,5,2,1,0.66000000000000003
349,2021-08-11 00:01:00.163,0.12746466608340859,0.3073460627364486,48.799999999999997,19.5,4.9000000000000004,4.9000000000000004,2.3999999999999999,2.3999999999999999,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
350,2021-08-11 01:01:00.160,-1.1362358410497715E-2,-5.0614720903529281E-2,44.200000000000003,18.600000000000001,4.7000000000000002,4.7000000000000002,2.2999999999999998,2.2999999999999998,5,0,0.20300000000000001,0.41599999999999998,0.55000000000000004,0.25,40,2,11,26,1,0,36,2,9,24,1,0,3,0,2,1,0,0,1,0,0,1,0,0,112,90,10,12,18,18,0,0,9,9,0,0,7,4,2,1,0.67900000000000005
351,2021-08-11 02:01:00.187,-1.9177278194583668E-2,-2.1515602114829856E-2,50.0,21.699999999999999,4.2999999999999998,4.2999999999999998,2.1999999999999997,2.1999999999999997,4,0,0.183,0.38100000000000001,0.55000000000000004,0.0,36,1,12,22,1,0,33,1,10,21,1,0,3,0,2,1,0,0,0,0,0,0,0,0,112,90,10,12,18,18,0,0,8,8,0,0,7,4,2,1,0.623
352,2021-08-11 03:01:00.183,-0.1726048580286709,-5.9879309983170703E-2,61.5,30.800000000000001,5.0999999999999996,5.0999999999999996,2.6000000000000001,2.6000000000000001,1,0,0.19400000000000001,0.40899999999999997,0.55000000000000004,0.0,37,1,12,23,1,0,34,1,10,22,1,0,3,0,2,1,0,0,0,0,0,0,0,0,112,90,10,12,21,21,0,0,8,8,0,0,7,4,2,1,0.64200000000000002
353,2021-08-11 04:01:00.183,-0.31180133470829213,-0.3545179253944048,67.600000000000009,35.099999999999994,5.4000000000000004,5.4000000000000004,2.7000000000000002,2.7000000000000002,0,0,0.189,0.40899999999999997,0.40000000000000002,0.0,36,1,12,22,1,0,34,1,10,22,1,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,21,0,0,8,8,0,0,7,4,2,1,0.64200000000000002
354,2021-08-11 05:01:00.197,-0.15730134249568281,9.9078382071582843E-2,75.700000000000003,40.5,5.4000000000000004,5.4000000000000004,2.7000000000000002,2.7000000000000002,1,0,0.19400000000000001,0.41999999999999998,0.40000000000000002,0.0,37,1,12,23,1,0,35,1,10,23,1,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,21,0,0,9,9,0,0,7,4,2,1,0.66000000000000003
355,2021-08-11 06:01:00.207,-0.10044753416907384,7.4824924008583385E-2,71.399999999999991,38.100000000000001,4.7999999999999998,4.7999999999999998,2.3999999999999999,2.3999999999999999,5,0,0.216,0.46000000000000002,0.40000000000000002,0.25,41,1,14,25,1,0,38,1,12,24,1,0,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,21,21,0,0,10,9,0,1,7,4,2,1,0.71699999999999997
356,2021-08-11 07:01:00.230,0.10652402847486803,0.32642688558699479,78.600000000000009,42.899999999999999,7.0999999999999996,4.7999999999999998,2.3999999999999999,2.3999999999999999,1,0,0.21099999999999999,0.46000000000000002,0.40000000000000002,0.0,40,1,14,24,1,0,38,1,12,24,1,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,21,0,0,9,9,0,0,7,4,2,1,0.71699999999999997
357,2021-08-11 08:01:00.220,-0.15290012065636846,-1.9436443313008686E-2,74.5,46.800000000000004,6.4000000000000004,4.2999999999999998,2.1000000000000001,2.1000000000000001,5,0,0.23000000000000001,0.503,0.40000000000000002,0.0,44,1,15,26,2,0,42,1,13,26,2,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,21,0,0,10,10,0,0,7,4,2,1,0.79200000000000004
358,2021-08-11 09:01:00.230,-4.0261023590656045E-2,3.346493221621144E-3,63.0,44.399999999999999,7.3999999999999995,3.6999999999999997,1.8999999999999999,1.8999999999999999,8,0,0.17499999999999999,0.308,0.55000000000000004,0.0,48,1,15,31,1,0,45,1,13,30,1,0,3,0,2,1,0,0,0,0,0,0,0,0,112,90,10,12,21,21,0,0,9,9,0,0,10,7,2,1,0.84899999999999998
359,2021-08-11 10:01:00.257,9.9571145595328273E-2,0.20338558894292616,60.0,45.5,10.9,3.5999999999999996,1.7999999999999998,1.7999999999999998,5,0,0.20000000000000001,0.33900000000000002,0.94999999999999996,0.0,53,1,18,33,1,0,48,1,14,32,1,0,5,0,4,1,0,0,0,0,0,0,0,0,112,90,10,12,23,23,0,0,9,9,0,0,10,7,2,1,0.90600000000000003
360,2021-08-11 11:01:00.267,-0.18722070674524724,-0.22411999136010047,53.300000000000004,46.700000000000003,11.700000000000001,3.3000000000000003,3.3000000000000003,1.7000000000000002,8,0,0.18099999999999999,0.29499999999999998,1.1000000000000001,0.0,49,1,21,26,1,0,43,1,17,24,1,0,6,0,4,2,0,0,0,0,0,0,0,0,112,90,10,12,19,19,0,0,11,11,0,0,10,7,2,1,0.81100000000000005
361,2021-08-11 12:01:00.297,1.9659177993783555E-2,5.0062534293150066E-2,44.100000000000001,39.0,11.899999999999999,3.4000000000000004,3.4000000000000004,1.7000000000000002,7,0,0.20499999999999999,0.32400000000000001,1.25,0.33300000000000002,56,2,24,29,1,0,48,2,19,26,1,0,7,0,4,3,0,0,1,0,1,0,0,0,112,90,10,12,17,17,0,0,12,11,0,1,10,7,2,1,0.90600000000000003
362,2021-08-11 13:01:00.290,-0.24900752967318579,-0.14864530452023833,40.300000000000004,37.100000000000001,11.300000000000001,3.2000000000000002,3.2000000000000002,1.6000000000000001,5,0,0.188,0.30399999999999999,0.94999999999999996,0.33300000000000002,52,2,26,23,1,0,46,2,21,22,1,0,5,0,4,1,0,0,1,0,1,0,0,0,112,90,10,12,14,14,0,0,12,11,0,1,10,7,2,1,0.86799999999999999
363,2021-08-11 14:01:00.303,-0.27558874600946903,-2.3138333878521711E-2,49.100000000000001,40.400000000000006,12.300000000000001,3.5000000000000004,3.5000000000000004,1.7999999999999998,5,0,0.17100000000000001,0.25600000000000001,1.444,0.33300000000000002,48,2,22,22,2,0,40,2,16,20,2,0,7,0,5,2,0,0,1,0,1,0,0,0,112,90,10,12,14,13,1,0,10,9,0,1,10,7,2,1,0.755
364,2021-08-11 15:01:00.330,-0.1993292948386309,-4.9848224173429156E-2,45.600000000000001,31.600000000000001,12.300000000000001,3.5000000000000004,1.7999999999999998,1.7999999999999998,7,0,0.156,0.23200000000000001,1.333,0.33300000000000002,47,1,20,24,1,1,39,1,16,20,1,1,7,0,3,4,0,0,1,0,1,0,0,0,112,90,10,12,10,9,1,0,9,8,0,1,10,7,2,1,0.73599999999999999
365,2021-08-11 16:01:00.353,0.03040957854206135,-1.2797558700290985E-2,40.699999999999996,27.800000000000004,11.1,3.6999999999999997,1.8999999999999999,1.8999999999999999,6,0,0.14799999999999999,0.221,1.3500000000000001,0.0,45,3,12,29,0,1,37,3,9,24,0,1,8,0,3,5,0,0,0,0,0,0,0,0,112,90,10,12,10,10,0,0,9,9,0,0,10,7,2,1,0.69799999999999995
366,2021-08-11 17:01:00.330,0.14303998187769354,0.29135276734751936,38.899999999999999,24.099999999999998,9.3000000000000007,5.6000000000000005,1.8999999999999999,1.8999999999999999,8,0,0.13900000000000001,0.20000000000000001,1.5,0.0,45,3,9,32,0,1,36,3,6,26,0,1,9,0,3,6,0,0,0,0,0,0,0,0,112,90,10,12,6,6,0,0,8,7,1,0,10,7,2,1,0.67900000000000005
367,2021-08-11 18:01:00.340,-0.13345829919208735,-0.12862609903270275,37.799999999999997,22.199999999999999,8.9000000000000004,6.7000000000000002,2.1999999999999997,2.1999999999999997,1,0,0.108,0.151,1.3,0.0,34,3,7,24,0,0,26,3,5,18,0,0,8,0,2,6,0,0,0,0,0,0,0,0,112,90,10,12,6,6,0,0,6,5,1,0,10,7,2,1,0.49099999999999999
368,2021-08-11 19:01:00.367,-0.49256583447200736,-0.44601790114340528,29.5,18.199999999999999,9.0999999999999996,6.8000000000000007,2.2999999999999998,2.2999999999999998,9,0,0.113,0.17799999999999999,0.65000000000000002,0.25,35,3,6,26,0,0,30,3,5,22,0,0,4,0,1,3,0,0,1,0,0,1,0,0,112,90,10,12,9,9,0,0,7,7,0,0,10,7,2,1,0.56599999999999995
369,2021-08-11 20:01:00.360,-0.22400901300805889,-4.2072010740150434E-2,31.0,21.399999999999999,11.899999999999999,7.0999999999999996,2.3999999999999999,2.3999999999999999,6,0,0.11,0.16400000000000001,1.05,0.0,34,3,5,26,0,0,28,2,4,22,0,0,6,1,1,4,0,0,0,0,0,0,0,0,112,90,10,12,10,10,0,0,8,8,0,0,10,7,2,1,0.52800000000000002
370,2021-08-11 21:01:00.387,-2.1644197879613518E-2,0.23477273881433558,41.5,22.0,12.199999999999999,7.2999999999999998,2.3999999999999999,2.3999999999999999,7,0,0.151,0.28000000000000003,0.59999999999999998,0.0,37,4,5,28,0,0,34,3,4,27,0,0,3,1,1,1,0,0,0,0,0,0,0,0,112,90,10,12,10,10,0,0,9,9,0,0,8,5,2,1,0.64200000000000002
371,2021-08-11 22:01:00.403,0.1567021899869451,0.3381047524778461,39.5,21.099999999999998,10.5,5.2999999999999998,2.6000000000000001,2.6000000000000001,1,0,0.13200000000000001,0.24099999999999999,0.59999999999999998,0.0,31,4,4,23,0,0,28,3,3,22,0,0,3,1,1,1,0,0,0,0,0,0,0,0,112,90,10,12,13,13,0,0,8,8,0,0,8,5,2,1,0.52800000000000002
372,2021-08-11 23:01:00.383,-0.24551714984866632,-0.19046696075799804,38.100000000000001,19.0,11.899999999999999,4.7999999999999998,2.3999999999999999,2.3999999999999999,10,0,0.16200000000000001,0.25700000000000001,1.2,0.5,38,4,7,27,0,0,30,3,3,24,0,0,6,1,4,1,0,0,2,0,0,2,0,0,112,90,10,12,13,13,0,0,9,8,0,1,8,5,2,1,0.56599999999999995
373,2021-08-12 00:01:00.410,-0.17829222028090788,-0.24943511688377398,34.0,19.100000000000001,12.800000000000001,4.2999999999999998,2.1000000000000001,2.1000000000000001,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
374,2021-08-12 01:01:00.433,-1.9261991902992999E-2,0.16027690891044369,45.5,20.5,13.600000000000001,4.5,2.2999999999999998,2.2999999999999998,3,0,0.192,0.32800000000000001,1.6000000000000001,0.0,39,4,7,28,0,0,30,3,4,23,0,0,9,1,3,5,0,0,0,0,0,0,0,0,112,90,10,12,14,14,0,0,10,9,1,0,7,4,2,1,0.56599999999999995
